"t","S, м²","N активних","T життя, с"
1686,0.080728956640583,7,2.5
1687,0.08073681062221696,6,7
1688,0.08074568562146336,7,0.5
1689,0.0807504765502601,5,3
1690,0.08075613141703655,6,0.5
1691,0.0807583305318941,4,4.5
1692,0.08076123650509864,5,0.5
1693,0.08076343561995619,4,2
1694,0.08076634159316073,5,10
1695,0.08076909048673263,5,1.5
1696,0.08077270331828425,6,3.5
1697,0.08077663030910125,6,6
1698,0.08078102853881629,6,9.5
1699,0.0807864477861437,7,3.5
1700,0.08079155287420581,7,3.5
1701,0.08079555840483912,7,1
1702,0.08080074203271755,8,3.5
1703,0.08080569004114695,7,2
1704,0.08081181614682145,8,2.5
1705,0.08081927742937373,9,0.5
1706,0.08082681725174236,8,2
1707,0.08083380729539658,7,4
1708,0.08084197543629594,8,1.5
1709,0.08084747322343973,6,1
1710,0.08085328516984887,6,2.5
1711,0.08085917565607435,5,2
1712,0.08086593008027956,6,3.5
1713,0.0808737055220972,7,1.5
1714,0.08087943892869001,7,2
1715,0.08088344445932334,5,3
1716,0.08088776414922204,5,2
1717,0.0808898847242632,5,2.5
1718,0.08089216237893707,5,2.5
1719,0.08089412587434557,5,14.5
1720,0.08089624644938673,5,0.5
1721,0.08089797432534622,4,8
1722,0.08089954512167301,4,6
1723,0.08090095883836713,4,2
1724,0.0809030794134083,5,5
1725,0.08090606392642923,6,4.5
1726,0.08091006945706254,7,3.5
1727,0.0809145462265939,7,1.5
1728,0.08092020109337038,8,1.5
1729,0.0809271911370246,9,12.5
1730,0.08093512365847493,9,1
1731,0.08094399865772131,9,9
1732,0.08095397321439646,9,1.5
1733,0.08096426193033697,9,1
1734,0.08097093781472584,7,6
1735,0.08097784931856375,6,1
1736,0.08098578184001405,7,3.5
1737,0.08099190794568854,6,0.5
1738,0.08099881944952646,6,1
1739,0.08100675197097675,7,0.5
1740,0.08101523427114146,6,1
1741,0.08102473758891854,7,6
1742,0.08103502630485906,7,3.5
1743,0.08104531502079956,7,5.5
1744,0.08105678183398517,8,1
1745,0.08106958382404857,9,1
1746,0.08108152187613218,8,5
1747,0.08109440240601191,8,6.5
1748,0.08110398426360536,8,4.5
1749,0.08111081722762693,7,8
1750,0.08111882828889358,8,5
1751,0.081128174527038,9,1.5
1752,0.08113901302169291,10,2.5
1753,0.08114953735708243,10,1
1754,0.08115534930349157,8,6
1755,0.08116210372769676,8,7.5
1756,0.08116854399263664,8,4.5
1757,0.08117396323996406,7,0.5
1758,0.0811803249650876,7,3
1759,0.0811878647874562,8,0.5
1760,0.0811927342560693,6,2
1761,0.08119862474229475,7,1
1762,0.08120569332576534,8,2
1763,0.08121370438703196,8,2.5
1764,0.08122132274921691,7,1
1765,0.0812260351381973,6,0.5
1766,0.08122846987250384,3,1.5
1767,0.08123145438552475,4,0.5
1768,0.08123404619946398,3,11
1769,0.08123663801340318,3,7
1770,0.08123734487175024,3,4
1771,0.08123860150881168,4,3
1772,0.08124056500422018,5,3.5
1773,0.0812433924376084,6,1
1774,0.08124724088860906,7,5.5
1775,0.0812518747377731,7,2
1776,0.08125768668418223,8,1.5
1777,0.08126381278985671,8,2.5
1778,0.08126993889553123,8,6.5
1779,0.08127496544377698,6,3.5
1780,0.08128101300963515,7,2.5
1781,0.0812882386727384,8,8
1782,0.0812959355747397,8,3.5
1783,0.08130268999894491,8,2
1784,0.08131077960002792,9,4
1785,0.08131769110386583,8,1.5
1786,0.08132475968733639,8,6.5
1787,0.08133245658933769,8,6
1788,0.0813409388895024,8,1
1789,0.08134957826929975,8,0.5
1790,0.08135539021570891,6,1.5
1791,0.08136010260468927,6,3.5
1792,0.08136450083440432,6,3
1793,0.08136937030301739,6,3
1794,0.08137526078924286,7,1
1795,0.08138232937271343,8,2
1796,0.08139034043398007,8,1.5
1797,0.0813970948581853,8,1
1798,0.08140298534441077,7,0.5
