"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
387,0.23804846729610807,37,39.5,0.00007364492046114066
388,0.23745175132216462,38,40,0.00007364492046114066
389,0.2376647583726615,37,41,0.00007364492046114066
390,0.2378816110270906,38,27.5,0.00007364492046114066
391,0.2381042740571327,38,51,0.00007720778105462276
392,0.23833963992071983,39,25.5,0.00007720778105462276
393,0.2385846632364737,38,27.5,0.00007720778105462276
394,0.23883822127771975,38,37.5,0.00007720778105462276
395,0.23909670936141214,36,12,0.00007720778105462276
396,0.2393598235384618,37,15,0.00007720778105462276
397,0.2396363898189045,38,48.5,0.00007720778105462276
398,0.22885060411833819,40,72,0.00007720778105462276
399,0.22913832933588651,39,27.5,0.00007720778105462276
400,0.2294057300197624,39,30.5,0.00007720778105462276
401,0.22741439283542503,45,3.5,0.00007720778105462276
402,0.22590489624623472,42,7.5,0.00008088373898363408
403,0.2262440171341975,45,40.5,0.00008088373898363408
404,0.22658559082062463,46,1,0.00008088373898363408
405,0.2268976546436836,41,46.5,0.00008467456139404229
406,0.22720842579954048,41,32.5,0.00008467456139404229
407,0.22753245054940469,40,39.5,0.00008467456139404229
408,0.22784435150051957,39,16,0.00008467456139404229
409,0.22785894635824044,39,23.5,0.00008467456139404229
410,0.2282079323380094,41,30.5,0.00008467456139404229
411,0.22854659789138693,40,53,0.00008858201543171503
412,0.22888960090429666,39,58,0.00008858201543171503
413,0.22919948436387938,36,2.5,0.00008858201543171503
414,0.22948527956361586,36,53.5,0.00008858201543171503
415,0.22977672403416693,36,22.5,0.00008858201543171503
416,0.23007514284040892,35,60.5,0.00008858201543171503
417,0.23038762871680596,36,33,0.00008858201543171503
418,0.23070831415002901,35,99,0.00008858201543171503
419,0.23103707543986707,36,46.5,0.00008858201543171503
420,0.23134374328301932,35,30,0.00009260786824251992
421,0.23165885101483535,35,56.5,0.00009260786824251992
422,0.23198803995397344,36,54,0.00009260786824251992
423,0.23233181196985997,37,44,0.00009260786824251992
424,0.23268974972154577,37,30,0.00009260786824251992
425,0.2330570356748714,37,9,0.00009260786824251992
426,0.23343092692492606,37,38,0.00009260786824251992
427,0.2338122310573711,36,39,0.00009675388697232463
428,0.2342003104270728,36,46,0.00009675388697232463
429,0.23397938833023468,36,69,0.00009675388697232463
430,0.23439645242645746,39,34.5,0.00009675388697232463
431,0.23481553813755274,39,25,0.00009675388697232463
432,0.23522647995691703,37,31,0.00009675388697232463
433,0.23561975532451812,37,13,0.00009675388697232463
434,0.23596445980437403,35,55.5,0.00009675388697232463
435,0.23631224235780723,35,26.5,0.00009675388697232463
436,0.23667406871397478,36,43.5,0.00009675388697232463
437,0.23705044280397353,37,20,0.00010102183876699678
438,0.23744005134389928,37,32,0.00010102183876699678
439,0.23772662526591476,35,72,0.00010102183876699678
440,0.23802233916088206,36,42,0.00010102183876699678
441,0.23751047564101668,34,82,0.00010102183876699678
442,0.2378375790535066,38,34.5,0.00010541349077240404
443,0.2381589954960701,38,3,0.00010541349077240404
444,0.2384948041636284,39,79.5,0.00010541349077240404
445,0.2388455493371086,40,25,0.00010541349077240404
446,0.23916537210862382,37,53,0.00010541349077240404
447,0.2394220179427492,36,9,0.00010541349077240404
448,0.23968680001097353,36,51.5,0.00010541349077240404
449,0.2399598455477993,37,29,0.00010541349077240404
450,0.24023525523127165,36,45.5,0.00010541349077240404
451,0.2405204587316669,37,11.5,0.00010541349077240404
452,0.24081910019828817,38,78,0.00010541349077240404
453,0.2363091516196847,39,30.5,0.00010541349077240404
454,0.23659047240608433,39,30,0.00010993061013441405
455,0.2368776424453058,39,43,0.00010993061013441405
456,0.2371714036440894,38,29.5,0.00010993061013441405
457,0.2374750075508314,38,32,0.00010993061013441405
458,0.23778647319501428,37,12.5,0.00010993061013441405
459,0.2362739544918659,36,40,0.00011457496399889443
460,0.23659680880211703,40,35,0.00011457496399889443
461,0.2369044659524308,40,39,0.00011457496399889443
462,0.2331965497794517,42,63,0.00011457496399889443
